PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.4874e+00 2.2122e+00 3.2903e+00 4.8939e+00 7.2790e+00 1.0826e+01 1.6103e+01 2.3950e+01 3.5622e+01 5.2983e+01 7.8805e+01 1.1721e+02 1.7433e+02 2.5929e+02 3.8566e+02 5.7362e+02 8.5317e+02 1.2690e+03 1.8874e+03 2.8072e+03 4.1753e+03 6.2102e+03 9.2367e+03 1.3738e+04 2.0434e+04 3.0392e+04 4.5204e+04 6.7234e+04 1.0000e+05
 1  2  3  4  5 21
 1.08176e-04  3.36087e-01  4.11647e-01  0.00000e+00  0.00000e+00 -5.75230e-18 
 2.57905e-03  3.32708e-01  4.47163e-01  3.27713e-01  0.00000e+00  8.02115e-03 
 9.49602e-03  3.33031e-01  4.70887e-01  3.41446e-01  0.00000e+00  2.16732e-02 
 1.96473e-02  3.36557e-01  4.90156e-01  3.55075e-01  0.00000e+00  3.59561e-02 
 3.03348e-02  3.40872e-01  5.05500e-01  3.67264e-01  5.23676e-01  4.99053e-02 
 4.06861e-02  3.45168e-01  5.17783e-01  3.77889e-01  5.30518e-01  6.37920e-02 
 5.10447e-02  3.49755e-01  5.28338e-01  3.87725e-01  5.36516e-01  7.61656e-02 
 6.10526e-02  3.54283e-01  5.37360e-01  3.96663e-01  5.41647e-01  8.70444e-02 
 7.05400e-02  3.58574e-01  5.45046e-01  4.04699e-01  5.45954e-01  9.65411e-02 
 7.94378e-02  3.62544e-01  5.51576e-01  4.11879e-01  5.49511e-01  1.04800e-01 
 8.77311e-02  3.66163e-01  5.57107e-01  4.18267e-01  5.52396e-01  1.11967e-01 
 9.54335e-02  3.69427e-01  5.61775e-01  4.23936e-01  5.54687e-01  1.18181e-01 
 1.02574e-01  3.72347e-01  5.65697e-01  4.28956e-01  5.56456e-01  1.23563e-01 
 1.09186e-01  3.74944e-01  5.68972e-01  4.33394e-01  5.57767e-01  1.28210e-01 
 1.15286e-01  3.77229e-01  5.71672e-01  4.37292e-01  5.58672e-01  1.31692e-01 
 1.20945e-01  3.79230e-01  5.73879e-01  4.40725e-01  5.59213e-01  1.34678e-01 
 1.26197e-01  3.80970e-01  5.75651e-01  4.43738e-01  5.59433e-01  1.37230e-01 
 1.31072e-01  3.82470e-01  5.77040e-01  4.46373e-01  5.59370e-01  1.39402e-01 
 1.35599e-01  3.83751e-01  5.78091e-01  4.48666e-01  5.59059e-01  1.41239e-01 
 1.39805e-01  3.84834e-01  5.78843e-01  4.50652e-01  5.58528e-01  1.42783e-01 
 1.43715e-01  3.85735e-01  5.79329e-01  4.52360e-01  5.57803e-01  1.44067e-01 
 1.47352e-01  3.86472e-01  5.79580e-01  4.53816e-01  5.56909e-01  1.45124e-01 
 1.50736e-01  3.87058e-01  5.79622e-01  4.55044e-01  5.55864e-01  1.45980e-01 
 1.53887e-01  3.87507e-01  5.79478e-01  4.56066e-01  5.54688e-01  1.46657e-01 
 1.56823e-01  3.87832e-01  5.79168e-01  4.56900e-01  5.53395e-01  1.47178e-01 
 1.59559e-01  3.88043e-01  5.78711e-01  4.57565e-01  5.52000e-01  1.47559e-01 
 1.62110e-01  3.88152e-01  5.78122e-01  4.58076e-01  5.50516e-01  1.47818e-01 
 1.64490e-01  3.88166e-01  5.77417e-01  4.58446e-01  5.48953e-01  1.47966e-01 
 1.66711e-01  3.88095e-01  5.76607e-01  4.58688e-01  5.47322e-01  1.48018e-01 
 1.68784e-01  3.87946e-01  5.75704e-01  4.58814e-01  5.45630e-01  1.47984e-01 
 3.99878e-04  3.43043e-01  5.04966e-01  0.00000e+00  0.00000e+00  1.59074e-18 
 6.11876e-03  3.38930e-01  5.28091e-01  3.61218e-01  0.00000e+00  8.82175e-03 
 1.49599e-02  3.38103e-01  5.41495e-01  3.72820e-01  0.00000e+00  2.22982e-02 
 2.60098e-02  3.40033e-01  5.51637e-01  3.83803e-01  0.00000e+00  3.56796e-02 
 3.69986e-02  3.42600e-01  5.58972e-01  3.93206e-01  5.53382e-01  4.83806e-02 
 4.72884e-02  3.45117e-01  5.64172e-01  4.01055e-01  5.55224e-01  6.08140e-02 
 5.72717e-02  3.47859e-01  5.68279e-01  4.08088e-01  5.56514e-01  7.16391e-02 
 6.67006e-02  3.50538e-01  5.71427e-01  4.14266e-01  5.57239e-01  8.09620e-02 
 7.54794e-02  3.53017e-01  5.73750e-01  4.19625e-01  5.57437e-01  8.89461e-02 
 8.35890e-02  3.55234e-01  5.75373e-01  4.24232e-01  5.57166e-01  9.57628e-02 
 9.10487e-02  3.57172e-01  5.76405e-01  4.28163e-01  5.56486e-01  1.01573e-01 
 9.78956e-02  3.58832e-01  5.76936e-01  4.31494e-01  5.55457e-01  1.06518e-01 
 1.04175e-01  3.60227e-01  5.77047e-01  4.34293e-01  5.54131e-01  1.10722e-01 
 1.09931e-01  3.61378e-01  5.76801e-01  4.36625e-01  5.52555e-01  1.14281e-01 
 1.15190e-01  3.62298e-01  5.76254e-01  4.38534e-01  5.50772e-01  1.16823e-01 
 1.20026e-01  3.63005e-01  5.75436e-01  4.40076e-01  5.48791e-01  1.18944e-01 
 1.24475e-01  3.63518e-01  5.74387e-01  4.41293e-01  5.46642e-01  1.20699e-01 
 1.28571e-01  3.63856e-01  5.73141e-01  4.42220e-01  5.44352e-01  1.22138e-01 
 1.32343e-01  3.64036e-01  5.71725e-01  4.42891e-01  5.41945e-01  1.23302e-01 
 1.35819e-01  3.64076e-01  5.70167e-01  4.43334e-01  5.39440e-01  1.24228e-01 
 1.39023e-01  3.63989e-01  5.68485e-01  4.43574e-01  5.36855e-01  1.24946e-01 
 1.41978e-01  3.63788e-01  5.66700e-01  4.43633e-01  5.34205e-01  1.25483e-01 
 1.44706e-01  3.63485e-01  5.64828e-01  4.43531e-01  5.31503e-01  1.25862e-01 
 1.47224e-01  3.63092e-01  5.62881e-01  4.43286e-01  5.28759e-01  1.26103e-01 
 1.49549e-01  3.62617e-01  5.60872e-01  4.42913e-01  5.25985e-01  1.26224e-01 
 1.51697e-01  3.62068e-01  5.58812e-01  4.42425e-01  5.23187e-01  1.26239e-01 
 1.53682e-01  3.61455e-01  5.56710e-01  4.41836e-01  5.20374e-01  1.26163e-01 
 1.55515e-01  3.60784e-01  5.54573e-01  4.41157e-01  5.17551e-01  1.26006e-01 
 1.57210e-01  3.60060e-01  5.52408e-01  4.40396e-01  5.14724e-01  1.25778e-01 
 1.58776e-01  3.59291e-01  5.50222e-01  4.39563e-01  5.11898e-01  1.25489e-01 
 1.16286e-03  3.48108e-01  5.79711e-01  0.00000e+00  0.00000e+00  1.75110e-16 
 1.03209e-02  3.43054e-01  5.88086e-01  3.89701e-01  0.00000e+00  9.24277e-03 
 2.11696e-02  3.41017e-01  5.90421e-01  3.98676e-01  0.00000e+00  2.23561e-02 
 3.32200e-02  3.41437e-01  5.91459e-01  4.06801e-01  0.00000e+00  3.48548e-02 
 4.46302e-02  3.42431e-01  5.91207e-01  4.13385e-01  5.71729e-01  4.64399e-02 
 5.49904e-02  3.43402e-01  5.89961e-01  4.18539e-01  5.68894e-01  5.76130e-02 
 6.47539e-02  3.44578e-01  5.88394e-01  4.22941e-01  5.65901e-01  6.71442e-02 
 7.37747e-02  3.45721e-01  5.86514e-01  4.26592e-01  5.62708e-01  7.52012e-02 
 8.20242e-02  3.46716e-01  5.84357e-01  4.29549e-01  5.59321e-01  8.19796e-02 
 8.95288e-02  3.47518e-01  5.81966e-01  4.31884e-01  5.55765e-01  8.76667e-02 
 9.63385e-02  3.48112e-01  5.79385e-01  4.33675e-01  5.52073e-01  9.24289e-02 
 1.02511e-01  3.48503e-01  5.76650e-01  4.34991e-01  5.48274e-01  9.64091e-02 
 1.08107e-01  3.48703e-01  5.73797e-01  4.35898e-01  5.44398e-01  9.97281e-02 
 1.13181e-01  3.48729e-01  5.70853e-01  4.36451e-01  5.40469e-01  1.02478e-01 
 1.17766e-01  3.48595e-01  5.67850e-01  4.36694e-01  5.36521e-01  1.04336e-01 
 1.21940e-01  3.48309e-01  5.64773e-01  4.36664e-01  5.32527e-01  1.05833e-01 
 1.25743e-01  3.47886e-01  5.61641e-01  4.36397e-01  5.28504e-01  1.07021e-01 
 1.29209e-01  3.47343e-01  5.58469e-01  4.35923e-01  5.24468e-01  1.07945e-01 
 1.32368e-01  3.46694e-01  5.55273e-01  4.35269e-01  5.20431e-01  1.08641e-01 
 1.35250e-01  3.45951e-01  5.52062e-01  4.34459e-01  5.16404e-01  1.09141e-01 
 1.37880e-01  3.45127e-01  5.48847e-01  4.33513e-01  5.12396e-01  1.09473e-01 
 1.40280e-01  3.44230e-01  5.45635e-01  4.32450e-01  5.08413e-01  1.09661e-01 
 1.42470e-01  3.43271e-01  5.42433e-01  4.31284e-01  5.04462e-01  1.09723e-01 
 1.44470e-01  3.42257e-01  5.39246e-01  4.30030e-01  5.00548e-01  1.09678e-01 
 1.46295e-01  3.41196e-01  5.36079e-01  4.28699e-01  4.96673e-01  1.09541e-01 
 1.47960e-01  3.40094e-01  5.32935e-01  4.27303e-01  4.92842e-01  1.09323e-01 
 1.49479e-01  3.38957e-01  5.29818e-01  4.25849e-01  4.89057e-01  1.09036e-01 
 1.50863e-01  3.37790e-01  5.26730e-01  4.24347e-01  4.85319e-01  1.08690e-01 
 1.52124e-01  3.36597e-01  5.23673e-01  4.22804e-01  4.81630e-01  1.08292e-01 
 1.53272e-01  3.35382e-01  5.20649e-01  4.21226e-01  4.77991e-01  1.07851e-01 
 2.82973e-03  3.51714e-01  6.33774e-01  0.00000e+00  0.00000e+00  2.96481e-15 
 1.56906e-02  3.45603e-01  6.27273e-01  4.13775e-01  0.00000e+00  9.42092e-03 
