PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.4874e+00 2.2122e+00 3.2903e+00 4.8939e+00 7.2790e+00 1.0826e+01 1.6103e+01 2.3950e+01 3.5622e+01 5.2983e+01 7.8805e+01 1.1721e+02 1.7433e+02 2.5929e+02 3.8566e+02 5.7362e+02 8.5317e+02 1.2690e+03 1.8874e+03 2.8072e+03 4.1753e+03 6.2102e+03 9.2367e+03 1.3738e+04 2.0434e+04 3.0392e+04 4.5204e+04 6.7234e+04 1.0000e+05
 1  2  3  4  5 21
 5.39214e-01  5.39214e-01  3.84354e-03  0.00000e+00  0.00000e+00  4.72822e-04 
 9.15066e-01  9.15066e-01  3.45073e-01  9.84340e-01  0.00000e+00  3.74240e-01 
 1.25220e+00  1.25220e+00  6.60550e-01  1.28890e+00  0.00000e+00  7.04933e-01 
 1.52582e+00  1.52582e+00  9.19346e-01  1.53653e+00  0.00000e+00  9.61688e-01 
 1.74455e+00  1.74455e+00  1.12771e+00  1.73400e+00  2.61982e+00  1.15338e+00 
 1.92244e+00  1.92244e+00  1.29823e+00  1.89406e+00  2.71480e+00  1.29634e+00 
 2.06475e+00  2.06475e+00  1.43523e+00  2.02099e+00  2.78624e+00  1.39876e+00 
 2.17857e+00  2.17857e+00  1.54530e+00  2.12140e+00  2.83862e+00  1.46999e+00 
 2.26959e+00  2.26959e+00  1.63377e+00  2.20065e+00  2.87579e+00  1.51743e+00 
 2.34234e+00  2.34234e+00  1.70489e+00  2.26295e+00  2.90086e+00  1.54678e+00 
 2.40034e+00  2.40034e+00  1.76199e+00  2.31164e+00  2.91632e+00  1.56237e+00 
 2.44638e+00  2.44638e+00  1.80772e+00  2.34932e+00  2.92412e+00  1.56752e+00 
 2.48266e+00  2.48266e+00  1.84416e+00  2.37806e+00  2.92582e+00  1.56475e+00 
 2.51096e+00  2.51096e+00  1.87300e+00  2.39953e+00  2.92268e+00  1.55590e+00 
 2.53399e+00  2.53399e+00  1.89689e+00  2.41640e+00  2.91713e+00  1.53800e+00 
 2.55126e+00  2.55126e+00  1.91527e+00  2.42799e+00  2.90803e+00  1.51705e+00 
 2.56368e+00  2.56368e+00  1.92902e+00  2.43520e+00  2.89605e+00  1.49390e+00 
 2.57201e+00  2.57201e+00  1.93887e+00  2.43873e+00  2.88174e+00  1.46919e+00 
 2.57690e+00  2.57690e+00  1.94542e+00  2.43918e+00  2.86556e+00  1.44343e+00 
 2.57888e+00  2.57888e+00  1.94918e+00  2.43704e+00  2.84789e+00  1.41702e+00 
 2.57839e+00  2.57839e+00  1.95059e+00  2.43274e+00  2.82902e+00  1.39028e+00 
