PdfType: replica
Format: lhagrid1
---
1.0000e-03 1.1091e-02 2.1182e-02 3.1273e-02 4.1364e-02 5.1455e-02 6.1545e-02 7.1636e-02 8.1727e-02 9.1818e-02 1.0191e-01 1.1200e-01 1.2209e-01 1.3218e-01 1.4227e-01 1.5236e-01 1.6245e-01 1.7255e-01 1.8264e-01 1.9273e-01 2.0282e-01 2.1291e-01 2.2300e-01 2.3309e-01 2.4318e-01 2.5327e-01 2.6336e-01 2.7345e-01 2.8355e-01 2.9364e-01 3.0373e-01 3.1382e-01 3.2391e-01 3.3400e-01 3.4409e-01 3.5418e-01 3.6427e-01 3.7436e-01 3.8445e-01 3.9455e-01 4.0464e-01 4.1473e-01 4.2482e-01 4.3491e-01 4.4500e-01 4.5509e-01 4.6518e-01 4.7527e-01 4.8536e-01 4.9545e-01 5.0555e-01 5.1564e-01 5.2573e-01 5.3582e-01 5.4591e-01 5.5600e-01 5.6609e-01 5.7618e-01 5.8627e-01 5.9636e-01 6.0645e-01 6.1655e-01 6.2664e-01 6.3673e-01 6.4682e-01 6.5691e-01 6.6700e-01 6.7709e-01 6.8718e-01 6.9727e-01 7.0736e-01 7.1745e-01 7.2755e-01 7.3764e-01 7.4773e-01 7.5782e-01 7.6791e-01 7.7800e-01 7.8809e-01 7.9818e-01 8.0827e-01 8.1836e-01 8.2845e-01 8.3855e-01 8.4864e-01 8.5873e-01 8.6882e-01 8.7891e-01 8.8900e-01 8.9909e-01 9.0918e-01 9.1927e-01 9.2936e-01 9.3945e-01 9.4955e-01 9.5964e-01 9.6973e-01 9.7982e-01 9.8991e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
901 902 903 904 905 21
-1.37773e-02  2.05200e-03 -7.91285e-04  0.00000e+00  0.00000e+00  2.64990e-03 
-1.44553e-02  2.51273e-03 -1.03147e-03  0.00000e+00  0.00000e+00  3.77204e-03 
-1.50887e-02  2.92973e-03 -1.27024e-03  0.00000e+00  0.00000e+00  5.16438e-03 
-1.56827e-02  3.31293e-03 -1.50465e-03  0.00000e+00  0.00000e+00  6.78014e-03 
-1.57143e-02  3.33315e-03 -1.51736e-03  1.10948e-18  0.00000e+00  6.87464e-03 
-1.62316e-02  3.67320e-03 -1.72691e-03 -1.06137e-04  0.00000e+00  8.46212e-03 
-1.67534e-02  4.01416e-03 -1.94388e-03 -2.19191e-04  0.00000e+00  1.02902e-02 
-1.72508e-02  4.33882e-03 -2.15532e-03 -3.31741e-04  0.00000e+00  1.22524e-02 
-1.77260e-02  4.64965e-03 -2.36088e-03 -4.42880e-04  0.00000e+00  1.43331e-02 
-1.81806e-02  4.94861e-03 -2.56036e-03 -5.51978e-04  0.00000e+00  1.65191e-02 
-1.86161e-02  5.23728e-03 -2.75372e-03 -6.58600e-04  0.00000e+00  1.87990e-02 
-1.90339e-02  5.51697e-03 -2.94099e-03 -7.62454e-04  0.00000e+00  2.11632e-02 
-1.94353e-02  5.78872e-03 -3.12226e-03 -8.63345e-04  0.00000e+00  2.36028e-02 
-1.98212e-02  6.05344e-03 -3.29766e-03 -9.61154e-04  0.00000e+00  2.61105e-02 
-1.99932e-02  6.17260e-03 -3.37610e-03 -1.00492e-03 -1.10114e-20  2.72805e-02 
-2.01897e-02  6.31212e-03 -3.46553e-03 -1.05443e-03 -4.93583e-05  2.85985e-02 
-2.05435e-02  6.56607e-03 -3.62701e-03 -1.14380e-03 -1.38543e-04  3.10713e-02 
-2.08861e-02  6.81575e-03 -3.78388e-03 -1.23048e-03 -2.25173e-04  3.35923e-02 
-2.12182e-02  7.06155e-03 -3.93622e-03 -1.31444e-03 -3.09193e-04  3.61568e-02 
-2.15402e-02  7.30381e-03 -4.08410e-03 -1.39565e-03 -3.90569e-04  3.87609e-02 
-2.18526e-02  7.54282e-03 -4.22762e-03 -1.47411e-03 -4.69287e-04  4.14008e-02 
-2.21557e-02  7.77886e-03 -4.36687e-03 -1.54982e-03 -5.45345e-04  4.40731e-02 
-2.24500e-02  8.01215e-03 -4.50194e-03 -1.62281e-03 -6.18754e-04  4.67746e-02 
-2.27358e-02  8.24289e-03 -4.63292e-03 -1.69310e-03 -6.89531e-04  4.95024e-02 
-2.30135e-02  8.47128e-03 -4.75993e-03 -1.76072e-03 -7.57703e-04  5.22538e-02 
