5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.4874e+00 2.2122e+00 3.2903e+00 4.8939e+00 7.2790e+00 1.0826e+01 1.6103e+01 2.3950e+01 3.5622e+01 5.2983e+01 7.8805e+01 1.1721e+02 1.7433e+02 2.5929e+02 3.8566e+02 5.7362e+02 8.5317e+02 1.2690e+03 1.8874e+03 2.8072e+03 4.1753e+03 6.2102e+03 9.2367e+03 1.3738e+04 2.0434e+04 3.0392e+04 4.5204e+04 6.7234e+04 1.0000e+05
1.342171e+00 1.342171e+00 1.907613e-04 0.000000e+00 0.000000e+00 1.763206e-04
1.567145e+00 1.567145e+00 2.582192e-01 1.380855e+00 0.000000e+00 2.970692e-01
1.792384e+00 1.792384e+00 5.124257e-01 1.593014e+00 0.000000e+00 5.737436e-01
1.982671e+00 1.982671e+00 7.289025e-01 1.773190e+00 0.000000e+00 7.949942e-01
2.137355e+00 2.137355e+00 9.073877e-01 1.919879e+00 2.591038e+00 9.646423e-01
2.264149e+00 2.264149e+00 1.056061e+00 2.040200e+00 2.661364e+00 1.094972e+00
2.365575e+00 2.365575e+00 1.177905e+00 2.136240e+00 2.714753e+00 1.191313e+00
2.446186e+00 2.446186e+00 1.277645e+00 2.212331e+00 2.753917e+00 1.260987e+00
2.509883e+00 2.509883e+00 1.359326e+00 2.272208e+00 2.781435e+00 1.309959e+00
2.559860e+00 2.559860e+00 1.426263e+00 2.318936e+00 2.799520e+00 1.342919e+00
2.598687e+00 2.598687e+00 1.481129e+00 2.354989e+00 2.810001e+00 1.363504e+00
2.628420e+00 2.628420e+00 1.526071e+00 2.382347e+00 2.814358e+00 1.374521e+00
2.650709e+00 2.650709e+00 1.562815e+00 2.402597e+00 2.813787e+00 1.378142e+00
2.666907e+00 2.666907e+00 1.592779e+00 2.417043e+00 2.809283e+00 1.375960e+00
2.679269e+00 2.679269e+00 1.618233e+00 2.427909e+00 2.802886e+00 1.365279e+00
2.687153e+00 2.687153e+00 1.638696e+00 2.434500e+00 2.793530e+00 1.351520e+00
2.691281e+00 2.691281e+00 1.654926e+00 2.437516e+00 2.781763e+00 1.335430e+00
2.692256e+00 2.692256e+00 1.667558e+00 2.437537e+00 2.768039e+00 1.317602e+00
2.690580e+00 2.690580e+00 1.677120e+00 2.435047e+00 2.752733e+00 1.298507e+00
2.686672e+00 2.686672e+00 1.684060e+00 2.430450e+00 2.736157e+00 1.278522e+00
2.680885e+00 2.680885e+00 1.688753e+00 2.424086e+00 2.718568e+00 1.257945e+00
