PdfType: replica
Format: lhagrid1
---
1.0000e-06 1.2649e-06 1.5999e-06 2.0236e-06 2.5595e-06 3.2375e-06 4.0949e-06 5.1795e-06 6.5513e-06 8.2864e-06 1.0481e-05 1.3257e-05 1.6768e-05 2.1210e-05 2.6827e-05 3.3932e-05 4.2919e-05 5.4287e-05 6.8665e-05 8.6851e-05 1.0985e-04 1.3895e-04 1.7575e-04 2.2230e-04 2.8118e-04 3.5565e-04 4.4984e-04 5.6899e-04 7.1969e-04 9.1030e-04 1.1514e-03 1.4563e-03 1.8421e-03 2.3300e-03 2.9471e-03 3.7276e-03 4.7149e-03 5.9636e-03 7.5431e-03 9.5410e-03 1.2068e-02 1.5264e-02 1.9307e-02 2.4421e-02 3.0888e-02 3.9069e-02 4.9417e-02 6.2506e-02 7.9060e-02 1.0000e-01 1.1800e-01 1.3600e-01 1.5400e-01 1.7200e-01 1.9000e-01 2.0800e-01 2.2600e-01 2.4400e-01 2.6200e-01 2.8000e-01 2.9800e-01 3.1600e-01 3.3400e-01 3.5200e-01 3.7000e-01 3.8800e-01 4.0600e-01 4.2400e-01 4.4200e-01 4.6000e-01 4.7800e-01 4.9600e-01 5.1400e-01 5.3200e-01 5.5000e-01 5.6800e-01 5.8600e-01 6.0400e-01 6.2200e-01 6.4000e-01 6.5800e-01 6.7600e-01 6.9400e-01 7.1200e-01 7.3000e-01 7.4800e-01 7.6600e-01 7.8400e-01 8.0200e-01 8.2000e-01 8.3800e-01 8.5600e-01 8.7400e-01 8.9200e-01 9.1000e-01 9.2800e-01 9.4600e-01 9.6400e-01 9.8200e-01 1.0000e+00
1.0000e+00 1.4874e+00 2.2122e+00 3.2903e+00 4.8939e+00 7.2790e+00 1.0826e+01 1.6103e+01 2.3950e+01 3.5622e+01 5.2983e+01 7.8805e+01 1.1721e+02 1.7433e+02 2.5929e+02 3.8566e+02 5.7362e+02 8.5317e+02 1.2690e+03 1.8874e+03 2.8072e+03 4.1753e+03 6.2102e+03 9.2367e+03 1.3738e+04 2.0434e+04 3.0392e+04 4.5204e+04 6.7234e+04 1.0000e+05
 1  2  3  4  5 21
 4.09852e-04  2.91463e-01  1.84502e-01  0.00000e+00  0.00000e+00  1.91218e-16 
 4.24716e-03  2.94601e-01  2.31586e-01  2.30102e-01  0.00000e+00  8.26427e-03 
 1.70635e-02  3.04506e-01  2.69920e-01  2.51654e-01  0.00000e+00  2.66050e-02 
 3.44549e-02  3.18163e-01  3.03938e-01  2.74552e-01  0.00000e+00  4.72045e-02 
 5.23825e-02  3.32068e-01  3.33009e-01  2.95983e-01  5.07053e-01  6.73100e-02 
 6.95819e-02  3.45181e-01  3.57826e-01  3.15389e-01  5.20880e-01  8.66510e-02 
 8.62540e-02  3.57783e-01  3.79778e-01  3.33402e-01  5.33374e-01  1.03932e-01 
 1.01981e-01  3.69519e-01  3.99097e-01  3.49842e-01  5.44436e-01  1.19100e-01 
 1.16602e-01  3.80261e-01  4.16069e-01  3.64713e-01  5.54110e-01  1.32285e-01 
 1.30086e-01  3.89994e-01  4.30975e-01  3.78101e-01  5.62499e-01  1.43682e-01 
 1.42467e-01  3.98760e-01  4.44072e-01  3.90123e-01  5.69727e-01  1.53499e-01 
 1.53811e-01  4.06624e-01  4.55591e-01  4.00906e-01  5.75917e-01  1.61934e-01 
 1.64194e-01  4.13660e-01  4.65730e-01  4.10573e-01  5.81188e-01  1.69169e-01 
 1.73697e-01  4.19946e-01  4.74663e-01  4.19241e-01  5.85649e-01  1.75346e-01 
 1.82438e-01  4.25606e-01  4.82581e-01  4.27057e-01  5.89452e-01  1.79941e-01 
 1.90458e-01  4.30646e-01  4.89575e-01  4.34076e-01  5.92610e-01  1.83821e-01 
 1.97818e-01  4.35126e-01  4.95748e-01  4.40376e-01  5.95192e-01  1.87075e-01 
 2.04575e-01  4.39099e-01  5.01191e-01  4.46028e-01  5.97263e-01  1.89781e-01 
 2.10781e-01  4.42612e-01  5.05981e-01  4.51094e-01  5.98880e-01  1.92009e-01 
 2.16485e-01  4.45710e-01  5.10189e-01  4.55630e-01  6.00091e-01  1.93818e-01 
 2.21729e-01  4.48431e-01  5.13876e-01  4.59687e-01  6.00942e-01  1.95261e-01 
