PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
901 902 903 904 905 21
 1.03322e+00  1.03322e+00  1.78167e-08  0.00000e+00  0.00000e+00  3.19006e-05 
 1.10821e+00  1.10821e+00  7.15923e-02  0.00000e+00  0.00000e+00  8.37976e-02 
 1.18969e+00  1.18969e+00  1.50976e-01  0.00000e+00  0.00000e+00  1.74958e-01 
 1.27260e+00  1.27260e+00  2.32760e-01  0.00000e+00  0.00000e+00  2.67348e-01 
 1.27713e+00  1.27713e+00  2.37255e-01  1.07226e+00  0.00000e+00  2.72384e-01 
 1.35462e+00  1.35462e+00  3.14456e-01  1.14490e+00  0.00000e+00  3.57463e-01 
 1.43467e+00  1.43467e+00  3.94729e-01  1.22033e+00  0.00000e+00  4.44724e-01 
 1.51169e+00  1.51169e+00  4.72430e-01  1.29320e+00  0.00000e+00  5.27885e-01 
 1.58514e+00  1.58514e+00  5.46912e-01  1.36288e+00  0.00000e+00  6.06274e-01 
 1.65473e+00  1.65473e+00  6.17844e-01  1.42905e+00  0.00000e+00  6.79600e-01 
 1.72041e+00  1.72041e+00  6.85098e-01  1.49160e+00  0.00000e+00  7.47816e-01 
 1.78221e+00  1.78221e+00  7.48671e-01  1.55053e+00  0.00000e+00  8.11024e-01 
 1.84023e+00  1.84023e+00  8.08641e-01  1.60593e+00  0.00000e+00  8.69413e-01 
 1.89464e+00  1.89464e+00  8.65134e-01  1.65791e+00  0.00000e+00  9.23224e-01 
 1.91842e+00  1.91842e+00  8.89900e-01  1.68064e+00  2.56567e+00  9.46423e-01 
 1.94635e+00  1.94635e+00  9.19028e-01  1.70740e+00  2.58079e+00  9.73521e-01 
 1.99556e+00  1.99556e+00  9.70514e-01  1.75456e+00  2.60734e+00  1.02055e+00 
 2.04183e+00  2.04183e+00  1.01915e+00  1.79893e+00  2.63214e+00  1.06388e+00 
 2.08532e+00  2.08532e+00  1.06507e+00  1.84064e+00  2.65522e+00  1.10372e+00 
 2.12617e+00  2.12617e+00  1.10840e+00  1.87982e+00  2.67666e+00  1.14030e+00 
 2.16451e+00  2.16451e+00  1.14928e+00  1.91661e+00  2.69652e+00  1.17382e+00 
 2.20050e+00  2.20050e+00  1.18784e+00  1.95114e+00  2.71487e+00  1.20448e+00 
 2.23425e+00  2.23425e+00  1.22420e+00  1.98353e+00  2.73178e+00  1.23247e+00 
 2.26591e+00  2.26591e+00  1.25849e+00  2.01391e+00  2.74733e+00  1.25799e+00 
 2.29559e+00  2.29559e+00  1.29083e+00  2.04239e+00  2.76159e+00  1.28119e+00 
 2.32341e+00  2.32341e+00  1.32132e+00  2.06908e+00  2.77464e+00  1.30225e+00 
