PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
901 902 903 904 905 21
 1.14829e+00  1.14829e+00  1.63630e-06  0.00000e+00  0.00000e+00  5.78412e-05 
 1.22282e+00  1.22282e+00  7.28628e-02  0.00000e+00  0.00000e+00  8.52947e-02 
 1.30305e+00  1.30305e+00  1.52645e-01  0.00000e+00  0.00000e+00  1.77035e-01 
 1.38418e+00  1.38418e+00  2.34235e-01  0.00000e+00  0.00000e+00  2.69394e-01 
 1.38861e+00  1.38861e+00  2.38706e-01  1.22524e+00  0.00000e+00  2.74414e-01 
 1.46412e+00  1.46412e+00  3.15333e-01  1.29273e+00  0.00000e+00  3.59304e-01 
 1.54185e+00  1.54185e+00  3.94716e-01  1.36281e+00  0.00000e+00  4.46029e-01 
 1.61641e+00  1.61641e+00  4.71327e-01  1.43047e+00  0.00000e+00  5.28408e-01 
 1.68730e+00  1.68730e+00  5.44585e-01  1.49511e+00  0.00000e+00  6.05842e-01 
 1.75431e+00  1.75431e+00  6.14205e-01  1.55641e+00  0.00000e+00  6.78095e-01 
 1.81739e+00  1.81739e+00  6.80096e-01  1.61427e+00  0.00000e+00  7.45163e-01 
 1.87661e+00  1.87661e+00  7.42280e-01  1.66869e+00  0.00000e+00  8.07175e-01 
 1.93209e+00  1.93209e+00  8.00856e-01  1.71975e+00  0.00000e+00  8.64346e-01 
 1.98401e+00  1.98401e+00  8.55963e-01  1.76759e+00  0.00000e+00  9.16933e-01 
 2.00666e+00  2.00666e+00  8.80100e-01  1.78847e+00  2.48043e+00  9.39574e-01 
 2.03326e+00  2.03326e+00  9.08471e-01  1.81309e+00  2.49586e+00  9.65994e-01 
 2.08006e+00  2.08006e+00  9.58575e-01  1.85641e+00  2.52288e+00  1.01178e+00 
 2.12398e+00  2.12398e+00  1.00586e+00  1.89709e+00  2.54807e+00  1.05389e+00 
 2.16516e+00  2.16516e+00  1.05045e+00  1.93524e+00  2.57149e+00  1.09254e+00 
 2.20377e+00  2.20377e+00  1.09249e+00  1.97100e+00  2.59320e+00  1.12796e+00 
 2.23993e+00  2.23993e+00  1.13211e+00  2.00449e+00  2.61329e+00  1.16035e+00 
 2.27380e+00  2.27380e+00  1.16945e+00  2.03584e+00  2.63183e+00  1.18992e+00 
 2.30550e+00  2.30550e+00  1.20463e+00  2.06518e+00  2.64891e+00  1.21686e+00 
 2.33516e+00  2.33516e+00  1.23779e+00  2.09262e+00  2.66460e+00  1.24137e+00 
 2.36291e+00  2.36291e+00  1.26902e+00  2.11828e+00  2.67898e+00  1.26360e+00 
 2.38886e+00  2.38886e+00  1.29845e+00  2.14225e+00  2.69213e+00  1.28374e+00 
 2.41311e+00  2.41311e+00  1.32619e+00  2.16464e+00  2.70412e+00  1.30192e+00 
 2.43579e+00  2.43579e+00  1.35233e+00  2.18555e+00  2.71501e+00  1.31828e+00 
 2.45696e+00  2.45696e+00  1.37696e+00  2.20506e+00  2.72488e+00  1.33297e+00 
 2.47674e+00  2.47674e+00  1.40017e+00  2.22325e+00  2.73379e+00  1.34611e+00 
 2.49520e+00  2.49520e+00  1.42205e+00  2.24022e+00  2.74179e+00  1.35779e+00 
 2.51242e+00  2.51242e+00  1.44267e+00  2.25602e+00  2.74894e+00  1.36814e+00 
 2.52848e+00  2.52848e+00  1.46210e+00  2.27073e+00  2.75529e+00  1.37726e+00 
 2.54343e+00  2.54343e+00  1.48042e+00  2.28442e+00  2.76090e+00  1.38522e+00 
 2.55736e+00  2.55736e+00  1.49768e+00  2.29714e+00  2.76580e+00  1.39211e+00 
 2.57032e+00  2.57032e+00  1.51395e+00  2.30895e+00  2.77004e+00  1.39802e+00 
 2.58236e+00  2.58236e+00  1.52929e+00  2.31990e+00  2.77366e+00  1.40301e+00 
 2.59354e+00  2.59354e+00  1.54373e+00  2.33005e+00  2.77669e+00  1.40715e+00 
 2.60391e+00  2.60391e+00  1.55734e+00  2.33944e+00  2.77919e+00  1.41051e+00 
 2.61352e+00  2.61352e+00  1.57016e+00  2.34811e+00  2.78117e+00  1.41314e+00 
 2.62240e+00  2.62240e+00  1.58223e+00  2.35610e+00  2.78266e+00  1.41509e+00 
 2.63060e+00  2.63060e+00  1.59359e+00  2.36346e+00  2.78371e+00  1.41641e+00 
 2.63816e+00  2.63816e+00  1.60429e+00  2.37021e+00  2.78433e+00  1.41715e+00 
 2.64511e+00  2.64511e+00  1.61435e+00  2.37640e+00  2.78456e+00  1.41736e+00 
 2.65149e+00  2.65149e+00  1.62381e+00  2.38205e+00  2.78440e+00  1.41706e+00 
 2.65732e+00  2.65732e+00  1.63270e+00  2.38720e+00  2.78390e+00  1.41631e+00 
