PdfType: replica
Format: lhagrid1
---
1.0000e-03 1.1091e-02 2.1182e-02 3.1273e-02 4.1364e-02 5.1455e-02 6.1545e-02 7.1636e-02 8.1727e-02 9.1818e-02 1.0191e-01 1.1200e-01 1.2209e-01 1.3218e-01 1.4227e-01 1.5236e-01 1.6245e-01 1.7255e-01 1.8264e-01 1.9273e-01 2.0282e-01 2.1291e-01 2.2300e-01 2.3309e-01 2.4318e-01 2.5327e-01 2.6336e-01 2.7345e-01 2.8355e-01 2.9364e-01 3.0373e-01 3.1382e-01 3.2391e-01 3.3400e-01 3.4409e-01 3.5418e-01 3.6427e-01 3.7436e-01 3.8445e-01 3.9455e-01 4.0464e-01 4.1473e-01 4.2482e-01 4.3491e-01 4.4500e-01 4.5509e-01 4.6518e-01 4.7527e-01 4.8536e-01 4.9545e-01 5.0555e-01 5.1564e-01 5.2573e-01 5.3582e-01 5.4591e-01 5.5600e-01 5.6609e-01 5.7618e-01 5.8627e-01 5.9636e-01 6.0645e-01 6.1655e-01 6.2664e-01 6.3673e-01 6.4682e-01 6.5691e-01 6.6700e-01 6.7709e-01 6.8718e-01 6.9727e-01 7.0736e-01 7.1745e-01 7.2755e-01 7.3764e-01 7.4773e-01 7.5782e-01 7.6791e-01 7.7800e-01 7.8809e-01 7.9818e-01 8.0827e-01 8.1836e-01 8.2845e-01 8.3855e-01 8.4864e-01 8.5873e-01 8.6882e-01 8.7891e-01 8.8900e-01 8.9909e-01 9.0918e-01 9.1927e-01 9.2936e-01 9.3945e-01 9.4955e-01 9.5964e-01 9.6973e-01 9.7982e-01 9.8991e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
901 902
-3.86577e-06  3.86780e-09 
-1.42343e-05  6.65367e-06 
-2.48681e-05  1.37427e-05 
-3.56510e-05  2.11581e-05 
-3.62461e-05  2.15733e-05 
-4.63078e-05  2.86779e-05 
-5.70325e-05  3.64136e-05 
-6.77932e-05  4.43266e-05 
-7.85551e-05  5.23781e-05 
-8.92913e-05  6.05367e-05 
-9.99808e-05  6.87761e-05 
-1.10607e-04  7.70749e-05 
-1.21159e-04  8.54150e-05 
-1.31624e-04  9.37815e-05 
-1.36389e-04  9.76203e-05 
-1.41904e-04  1.02085e-04 
-1.52037e-04  1.10352e-04 
-1.62106e-04  1.18642e-04 
-1.72105e-04  1.26947e-04 
-1.82031e-04  1.35261e-04 
-1.91879e-04  1.43575e-04 
-2.01646e-04  1.51883e-04 
-2.11329e-04  1.60182e-04 
-2.20928e-04  1.68466e-04 
-2.30441e-04  1.76731e-04 
-2.39866e-04  1.84973e-04 
-2.49203e-04  1.93190e-04 
-2.58451e-04  2.01378e-04 
-2.67610e-04  2.09536e-04 
-2.76681e-04  2.17660e-04 
-2.85663e-04  2.25749e-04 
-2.94557e-04  2.33802e-04 
-3.03363e-04  2.41817e-04 
-3.12081e-04  2.49793e-04 
-3.20713e-04  2.57728e-04 
-3.29259e-04  2.65622e-04 
-3.37719e-04  2.73474e-04 
-3.46096e-04  2.81282e-04 
-3.54388e-04  2.89048e-04 
-3.62598e-04  2.96769e-04 
-3.70727e-04  3.04446e-04 
-3.78774e-04  3.12078e-04 
-3.86742e-04  3.19666e-04 
-3.94631e-04  3.27208e-04 
-4.02442e-04  3.34705e-04 
-4.10177e-04  3.42156e-04 
-4.17836e-04  3.49562e-04 
-4.17912e-04  3.49636e-04 
-4.25344e-04  3.56849e-04 
-4.32790e-04  3.64102e-04 
-4.40177e-04  3.71322e-04 
-4.47504e-04  3.78508e-04 
-4.54771e-04  3.85660e-04 
-4.61980e-04  3.92777e-04 
-4.69130e-04  3.99861e-04 
-4.76223e-04  4.06910e-04 
-4.83259e-04  4.13924e-04 
-4.90238e-04  4.20904e-04 
-4.97161e-04  4.27849e-04 
-5.04028e-04  4.34760e-04 
-5.10840e-04  4.41635e-04 
-5.17598e-04  4.48476e-04 
-5.24302e-04  4.55282e-04 
-2.74974e-04  5.30129e-06 
-4.00115e-04  8.46306e-05 
-5.18067e-04  1.63888e-04 
-6.29342e-04  2.42399e-04 
-6.35273e-04  2.46682e-04 
-7.32631e-04  3.18372e-04 
-8.30956e-04  3.93368e-04 
-9.24743e-04  4.67269e-04 
-1.01427e-03  5.39932e-04 
-1.09982e-03  6.11264e-04 
-1.18163e-03  6.81205e-04 
-1.25994e-03  7.49727e-04 
-1.33497e-03  8.16815e-04 
-1.40692e-03  8.82472e-04 
-1.43891e-03  9.12082e-04 
-1.47536e-03  9.46134e-04 
-1.54081e-03  1.00812e-03 
-1.60400e-03  1.06898e-03 
-1.66501e-03  1.12873e-03 
-1.72396e-03  1.18737e-03 
-1.78095e-03  1.24492e-03 
-1.83606e-03  1.30138e-03 
-1.88938e-03  1.35678e-03 
-1.94099e-03  1.41113e-03 
-1.99096e-03  1.46446e-03 
-2.03938e-03  1.51679e-03 
-2.08629e-03  1.56813e-03 
-2.13178e-03  1.61851e-03 
-2.17590e-03  1.66795e-03 
-2.21870e-03  1.71646e-03 
-2.26024e-03  1.76408e-03 
-2.30058e-03  1.81082e-03 
-2.33975e-03  1.85670e-03 
-2.37781e-03  1.90174e-03 
-2.41480e-03  1.94597e-03 
-2.45076e-03  1.98940e-03 
-2.48573e-03  2.03205e-03 
-2.51975e-03  2.07394e-03 
-2.55285e-03  2.11509e-03 
-2.58506e-03  2.15551e-03 
-2.61642e-03  2.19523e-03 
-2.64696e-03  2.23427e-03 
-2.67671e-03  2.27262e-03 
-2.70568e-03  2.31033e-03 
-2.73393e-03  2.34739e-03 
-2.76145e-03  2.38382e-03 
-2.78829e-03  2.41964e-03 
-2.78855e-03  2.42000e-03 
-2.81420e-03  2.45452e-03 
-2.83951e-03  2.48887e-03 
-2.86425e-03  2.52272e-03 
-2.88843e-03  2.55607e-03 
-2.91206e-03  2.58892e-03 
-2.93516e-03  2.62130e-03 
-2.95775e-03  2.65321e-03 
-2.97984e-03  2.68465e-03 
-3.00145e-03  2.71564e-03 
-3.02258e-03  2.74618e-03 
-3.04325e-03  2.77629e-03 
-3.06347e-03  2.80597e-03 
-3.08325e-03  2.83523e-03 
-3.10261e-03  2.86407e-03 
-3.12155e-03  2.89251e-03 
-8.68200e-04  3.69383e-05 
-1.10561e-03  2.02347e-04 
-1.32223e-03  3.63526e-04 
-1.52077e-03  5.19764e-04 
-1.53120e-03  5.28197e-04 
-1.70037e-03  6.68096e-04 
-1.86737e-03  8.12039e-04 
-2.02323e-03  9.51669e-04 
-2.16899e-03  1.08697e-03 
-2.30560e-03  1.21799e-03 
-2.43387e-03  1.34482e-03 
-2.55452e-03  1.46758e-03 
-2.66819e-03  1.58639e-03 
-2.77545e-03  1.70139e-03 
-2.82259e-03  1.75286e-03 
-2.87591e-03  1.81174e-03 
-2.97056e-03  1.91812e-03 
-3.06062e-03  2.02158e-03 
-3.14637e-03  2.12220e-03 
-3.22809e-03  2.22008e-03 
-3.30603e-03  2.31528e-03 
-3.38041e-03  2.40792e-03 
-3.45143e-03  2.49805e-03 
-3.51931e-03  2.58578e-03 
-3.58421e-03  2.67118e-03 
-3.64631e-03  2.75432e-03 
-3.70575e-03  2.83529e-03 
-3.76268e-03  2.91416e-03 
-3.81723e-03  2.99100e-03 
-3.86953e-03  3.06587e-03 
-3.91969e-03  3.13885e-03 
-3.96783e-03  3.20999e-03 
-4.01403e-03  3.27936e-03 
-4.05840e-03  3.34701e-03 
-4.10103e-03  3.41300e-03 
-4.14200e-03  3.47739e-03 
-4.18138e-03  3.54023e-03 
-4.21925e-03  3.60156e-03 
-4.25567e-03  3.66144e-03 
-4.29073e-03  3.71991e-03 
-4.32446e-03  3.77701e-03 
-4.35694e-03  3.83279e-03 
-4.38821e-03  3.88729e-03 
-4.41833e-03  3.94055e-03 
-4.44735e-03  3.99260e-03 
-4.47530e-03  4.04348e-03 
-4.50225e-03  4.09322e-03 
-4.50251e-03  4.09371e-03 
-4.52796e-03  4.14139e-03 
-4.55280e-03  4.18857e-03 
-4.57679e-03  4.23480e-03 
-4.59996e-03  4.28011e-03 
-4.62235e-03  4.32451e-03 
-4.64397e-03  4.36803e-03 
-4.66486e-03  4.41069e-03 
-4.68505e-03  4.45251e-03 
-4.70455e-03  4.49351e-03 
-4.72339e-03  4.53372e-03 
-4.74159e-03  4.57314e-03 
-4.75917e-03  4.61180e-03 
-4.77616e-03  4.64972e-03 
-4.79256e-03  4.68691e-03 
-4.80841e-03  4.72339e-03 
-1.71665e-03  1.18121e-04 
-2.05094e-03  3.82265e-04 
-2.34869e-03  6.34730e-04 
-2.61574e-03  8.75367e-04 
-2.62962e-03  8.88249e-04 
-2.85256e-03  1.10046e-03 
-3.06877e-03  1.31598e-03 
-3.26708e-03  1.52249e-03 
-3.44952e-03  1.72031e-03 
-3.61782e-03  1.90982e-03 
-3.77345e-03  2.09142e-03 
-3.91769e-03  2.26550e-03 
-4.05165e-03  2.43245e-03 
-4.17630e-03  2.59265e-03 
-4.23054e-03  2.66389e-03 
-4.29147e-03  2.74508e-03 
-4.39855e-03  2.89086e-03 
-4.49910e-03  3.03155e-03 
-4.59362e-03  3.16737e-03 
-4.68253e-03  3.29851e-03 
-4.76625e-03  3.42519e-03 
