PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.4874e+00 2.2122e+00 3.2903e+00 4.8939e+00 7.2790e+00 1.0826e+01 1.6103e+01 2.3950e+01 3.5622e+01 5.2983e+01 7.8805e+01 1.1721e+02 1.7433e+02 2.5929e+02 3.8566e+02 5.7362e+02 8.5317e+02 1.2690e+03 1.8874e+03 2.8072e+03 4.1753e+03 6.2102e+03 9.2367e+03 1.3738e+04 2.0434e+04 3.0392e+04 4.5204e+04 6.7234e+04 1.0000e+05
 1  2  3  4  5 21
 6.85996e-01  6.85996e-01  1.32698e-04  0.00000e+00  0.00000e+00  2.50442e-04 
 1.02692e+00  1.02692e+00  3.03316e-01  1.10294e+00  0.00000e+00  3.39813e-01 
 1.33955e+00  1.33955e+00  5.94124e-01  1.37583e+00  0.00000e+00  6.49621e-01 
 1.59668e+00  1.59668e+00  8.37514e-01  1.60228e+00  0.00000e+00  8.94610e-01 
 1.80388e+00  1.80388e+00  1.03603e+00  1.78500e+00  2.79248e+00  1.08049e+00 
 1.97332e+00  1.97332e+00  1.20008e+00  1.93432e+00  2.86224e+00  1.22149e+00 
 2.10960e+00  2.10960e+00  1.33320e+00  2.05354e+00  2.91402e+00  1.32430e+00 
 2.21906e+00  2.21906e+00  1.44113e+00  2.14836e+00  2.95078e+00  1.39740e+00 
 2.30694e+00  2.30694e+00  1.52868e+00  2.22351e+00  2.97533e+00  1.44761e+00 
 2.37739e+00  2.37739e+00  1.59971e+00  2.28282e+00  2.99006e+00  1.48024e+00 
 2.43371e+00  2.43371e+00  1.65731e+00  2.32931e+00  2.99691e+00  1.49938e+00 
 2.47852e+00  2.47852e+00  1.70394e+00  2.36539e+00  2.99749e+00  1.50817e+00 
 2.51391e+00  2.51391e+00  1.74156e+00  2.39297e+00  2.99306e+00  1.50904e+00 
 2.54157e+00  2.54157e+00  1.77177e+00  2.41362e+00  2.98466e+00  1.50373e+00 
 2.56413e+00  2.56413e+00  1.79713e+00  2.42988e+00  2.97457e+00  1.48938e+00 
 2.58106e+00  2.58106e+00  1.81707e+00  2.44108e+00  2.96149e+00  1.47184e+00 
 2.59326e+00  2.59326e+00  1.83244e+00  2.44805e+00  2.94601e+00  1.45192e+00 
 2.60146e+00  2.60146e+00  1.84393e+00  2.45145e+00  2.92861e+00  1.43026e+00 
 2.60628e+00  2.60628e+00  1.85215e+00  2.45187e+00  2.90969e+00  1.40738e+00 
 2.60824e+00  2.60824e+00  1.85758e+00  2.44978e+00  2.88956e+00  1.38368e+00 
 2.60775e+00  2.60775e+00  1.86062e+00  2.44557e+00  2.86849e+00  1.35947e+00 
