PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
 1  2  3  4  5 21
 3.11464e-02  1.90644e-01  2.70353e-01  0.00000e+00  0.00000e+00  1.00352e-16 
 3.52071e-02  1.92765e-01  2.82806e-01  0.00000e+00  0.00000e+00  2.47552e-04 
 4.03467e-02  1.95962e-01  2.94207e-01  0.00000e+00  0.00000e+00  2.08644e-03 
 4.61603e-02  1.99864e-01  3.04698e-01  0.00000e+00  0.00000e+00  4.98170e-03 
 4.64933e-02  2.00094e-01  3.05251e-01  2.73008e-01  0.00000e+00  5.16350e-03 
 5.13667e-02  2.03235e-01  3.13309e-01  2.76764e-01  0.00000e+00  8.68182e-03 
 5.70258e-02  2.07106e-01  3.21486e-01  2.81183e-01  0.00000e+00  1.30132e-02 
 6.30247e-02  2.11369e-01  3.29301e-01  2.85903e-01  0.00000e+00  1.77577e-02 
 6.92303e-02  2.15893e-01  3.36756e-01  2.90808e-01  0.00000e+00  2.27556e-02 
 7.55438e-02  2.20582e-01  3.43859e-01  2.95811e-01  0.00000e+00  2.78895e-02 
 8.18922e-02  2.25360e-01  3.50622e-01  3.00850e-01  0.00000e+00  3.30733e-02 
 8.82212e-02  2.30173e-01  3.57056e-01  3.05874e-01  0.00000e+00  3.82437e-02 
 9.44906e-02  2.34980e-01  3.63176e-01  3.10851e-01  0.00000e+00  4.33547e-02 
 1.00671e-01  2.39749e-01  3.68996e-01  3.15753e-01  0.00000e+00  4.83732e-02 
 1.03467e-01  2.41915e-01  3.71567e-01  3.17969e-01  4.65461e-01  5.06350e-02 
 1.06525e-01  2.44248e-01  3.74315e-01  3.20352e-01  4.67831e-01  5.35115e-02 
 1.12143e-01  2.48563e-01  3.79255e-01  3.24737e-01  4.72132e-01  5.87450e-02 
 1.17711e-01  2.52865e-01  3.84022e-01  3.29087e-01  4.76328e-01  6.38642e-02 
 1.23209e-01  2.57137e-01  3.88618e-01  3.33384e-01  4.80412e-01  6.88543e-02 
 1.28623e-01  2.61362e-01  3.93045e-01  3.37616e-01  4.84377e-01  7.37051e-02 
 1.33943e-01  2.65528e-01  3.97305e-01  3.41772e-01  4.88219e-01  7.84097e-02 
 1.39162e-01  2.69627e-01  4.01402e-01  3.45844e-01  4.91936e-01  8.29639e-02 
 1.44272e-01  2.73650e-01  4.05340e-01  3.49826e-01  4.95527e-01  8.73655e-02 
 1.49269e-01  2.77592e-01  4.09124e-01  3.53716e-01  4.98994e-01  9.16141e-02 
 1.54152e-01  2.81450e-01  4.12759e-01  3.57509e-01  5.02336e-01  9.57106e-02 
 1.58919e-01  2.85220e-01  4.16249e-01  3.61204e-01  5.05556e-01  9.96567e-02 
