PdfType: replica
Format: lhagrid1
---
5.0000e-02 5.9596e-02 6.9192e-02 7.8788e-02 8.8384e-02 9.7980e-02 1.0758e-01 1.1717e-01 1.2677e-01 1.3636e-01 1.4596e-01 1.5556e-01 1.6515e-01 1.7475e-01 1.8434e-01 1.9394e-01 2.0354e-01 2.1313e-01 2.2273e-01 2.3232e-01 2.4192e-01 2.5152e-01 2.6111e-01 2.7071e-01 2.8030e-01 2.8990e-01 2.9949e-01 3.0909e-01 3.1869e-01 3.2828e-01 3.3788e-01 3.4747e-01 3.5707e-01 3.6667e-01 3.7626e-01 3.8586e-01 3.9545e-01 4.0505e-01 4.1465e-01 4.2424e-01 4.3384e-01 4.4343e-01 4.5303e-01 4.6263e-01 4.7222e-01 4.8182e-01 4.9141e-01 5.0101e-01 5.1061e-01 5.2020e-01 5.2980e-01 5.3939e-01 5.4899e-01 5.5859e-01 5.6818e-01 5.7778e-01 5.8737e-01 5.9697e-01 6.0657e-01 6.1616e-01 6.2576e-01 6.3535e-01 6.4495e-01 6.5455e-01 6.6414e-01 6.7374e-01 6.8333e-01 6.9293e-01 7.0253e-01 7.1212e-01 7.2172e-01 7.3131e-01 7.4091e-01 7.5051e-01 7.6010e-01 7.6970e-01 7.7929e-01 7.8889e-01 7.9848e-01 8.0808e-01 8.1768e-01 8.2727e-01 8.3687e-01 8.4646e-01 8.5606e-01 8.6566e-01 8.7525e-01 8.8485e-01 8.9444e-01 9.0404e-01 9.1364e-01 9.2323e-01 9.3283e-01 9.4242e-01 9.5202e-01 9.6162e-01 9.7121e-01 9.8081e-01 9.9040e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
901 902 903 904 905 21
 1.35937e-06  1.80373e-01  5.09509e-01  0.00000e+00  0.00000e+00  4.15724e-17 
-1.35742e-03  1.83365e-01  5.18550e-01  0.00000e+00  0.00000e+00  1.19803e-03 
-1.52463e-03  1.86829e-01  5.26590e-01  0.00000e+00  0.00000e+00  3.30079e-03 
-8.45485e-04  1.90573e-01  5.33800e-01  0.00000e+00  0.00000e+00  5.98818e-03 
-7.88827e-04  1.90783e-01  5.34175e-01  3.15207e-01  0.00000e+00  6.14805e-03 
-3.74846e-04  1.93601e-01  5.39385e-01  3.18735e-01  0.00000e+00  9.44315e-03 
 7.15766e-04  1.96900e-01  5.44608e-01  3.22658e-01  0.00000e+00  1.32758e-02 
 2.31582e-03  2.00418e-01  5.49543e-01  3.26689e-01  0.00000e+00  1.73290e-02 
 4.29919e-03  2.04072e-01  5.54200e-01  3.30764e-01  0.00000e+00  2.15016e-02 
 6.56892e-03  2.07801e-01  5.58590e-01  3.34834e-01  0.00000e+00  2.57192e-02 
 9.04996e-03  2.11557e-01  5.62726e-01  3.38863e-01  0.00000e+00  2.99279e-02 
 1.16839e-02  2.15308e-01  5.66620e-01  3.42829e-01  0.00000e+00  3.40884e-02 
 1.44252e-02  2.19026e-01  5.70285e-01  3.46711e-01  0.00000e+00  3.81729e-02 
 1.72378e-02  2.22694e-01  5.73733e-01  3.50499e-01  0.00000e+00  4.21615e-02 
 1.85425e-02  2.24354e-01  5.75244e-01  3.52200e-01  5.62117e-01  4.39532e-02 
 1.99105e-02  2.26107e-01  5.76785e-01  3.53991e-01  5.62892e-01  4.63661e-02 
 2.25068e-02  2.29345e-01  5.79544e-01  3.57274e-01  5.64311e-01  5.07368e-02 
 2.51733e-02  2.32572e-01  5.82193e-01  3.60518e-01  5.65705e-01  5.49908e-02 
 2.78879e-02  2.35774e-01  5.84730e-01  3.63710e-01  5.67066e-01  5.91203e-02 
 3.06322e-02  2.38940e-01  5.87157e-01  3.66844e-01  5.68387e-01  6.31205e-02 
 3.33914e-02  2.42061e-01  5.89475e-01  3.69911e-01  5.69662e-01  6.69885e-02 
 3.61530e-02  2.45130e-01  5.91686e-01  3.72908e-01  5.70889e-01  7.07233e-02 
 3.89070e-02  2.48142e-01  5.93793e-01  3.75831e-01  5.72065e-01  7.43252e-02 
 4.16449e-02  2.51093e-01  5.95797e-01  3.78678e-01  5.73188e-01  7.77954e-02 
 4.43601e-02  2.53980e-01  5.97703e-01  3.81447e-01  5.74257e-01  8.11360e-02 
 4.70470e-02  2.56801e-01  5.99514e-01  3.84138e-01  5.75271e-01  8.43497e-02 
 4.97011e-02  2.59555e-01  6.01232e-01  3.86751e-01  5.76231e-01  8.74393e-02 
 5.23190e-02  2.62242e-01  6.02861e-01  3.89286e-01  5.77137e-01  9.04084e-02 
 5.48977e-02  2.64860e-01  6.04404e-01  3.91743e-01  5.77990e-01  9.32605e-02 
 5.74351e-02  2.67410e-01  6.05864e-01  3.94125e-01  5.78790e-01  9.59992e-02 
